UUID,Num,Chapitre,Theme,SSTheme,Exigence FR
06c8cbac-8ef3-4b04-93ea-8bd07591a7af,4.2.1.5 *,4-Procédés opérationnels,Spécifications et formules,Spécifications,"Lorsqu'il est demandé que les produits soient étiquetés et/ou promus avec une allégation ou lorsque certaines méthodes de traitement ou de production sont exclues, des mesures doivent être mises en œuvre pour démontrer la conformité avec une telle déclaration."
2c02e8b2-ffc6-46ad-b21b-5fb4dc72d15d,4.3.1,4-Procédés opérationnels,Développement de produits/Modification de produits/Modification des processus de production, ,"Une procédure de développement ou de modification des produits et/ou des procédés doit être documentée, mise en œuvre et tenue à jour et doit comprendre, au minimum, une analyse des dangers et une évaluation des risques associés."
3601ee32-ef3b-4625-ab79-7a22d0ab888e,4.3.2*,4-Procédés opérationnels,Développement de produits/Modification de produits/Modification des processus de production, ,La procédure garantit que l'étiquetage est conforme à la législation en vigueur dans le(s) pays de destination et aux exigences des clients.
fd331aff-b428-4547-b84d-299a4837dc74,4.3.3*,4-Procédés opérationnels,Développement de produits/Modification de produits/Modification des processus de production, ,"Le processus de développement et/ou de modification doit aboutir à des spécifications concernant la formulation, la retouche, les matériaux d'emballage, les processus de fabrication et respecter la sécurité alimentaire, la qualité des produits, la légalité, l'authenticité et les exigences des clients. Cela comprend les essais en usine, les tests de produits et le contrôle des processus. Les progrès et les résultats du développement/modification des produits doivent être enregistrés."
73ad18af-eb42-4b59-9e74-f2e1e634cef7,4.3.4,4-Procédés opérationnels,Développement de produits/Modification de produits/Modification des processus de production, ,"Des essais de durée de conservation ou une validation appropriée par une évaluation microbiologique, chimique et organoleptique sont effectués et il est tenu compte de la formulation, de l'emballage, de la fabrication et des conditions déclarées du produit. 
de la formulation du produit, de l'emballage, des conditions de fabrication et des conditions déclarées. La durée de conservation est définie en fonction de cette évaluation."
92048684-3e7e-4edc-b8fe-02166001c967,4.3.5,4-Procédés opérationnels,Développement de produits/Modification de produits/Modification des processus de production, ,Les recommandations de préparation et/ou les instructions d'utilisation des produits alimentaires relatives à la sécurité alimentaire et/ou à la qualité des produits doivent être validées et documentées.
5b68c3c8-decc-43a2-b30e-0db8adc1361b,4.3.6,4-Procédés opérationnels,Développement de produits/Modification de produits/Modification des processus de production, ,"Les informations ou allégations nutritionnelles déclarées sur l'étiquetage doivent être validées par des études et/ou des tests, tout au long de la durée de conservation des produits. 
produits."
443e32b3-da1a-4fd9-a49f-4a9cad57e255,4.4.1*,4-Procédés opérationnels,Achats,,"Une procédure d'approvisionnement en matières premières, produits semi-finis et matériaux d'emballage, ainsi que d'approbation et de contrôle des fournisseurs (internes et externes) doit être documentée, mise en œuvre et tenue à jour. 
Cette procédure doit contenir au minimum les éléments suivants 
- les risques liés aux matières premières et/ou aux fournisseurs 
- les normes de performance requises (par exemple, certification, origine, etc.) 
- les situations exceptionnelles (par exemple 
achat d'urgence) et, en fonction des risques, des critères supplémentaires, comme par exemple 
- audits réalisés par une personne expérimentée et compétente 
- les résultats des tests 
- la fiabilité du fournisseur 
les plaintes 
- questionnaire du fournisseur."
9ed89ac3-9109-48f7-83b6-a43f02a22156,4.4.2,4-Procédés opérationnels,Achats,,"Les matières achetées sont évaluées, en fonction des risques et du statut des fournisseurs, pour ce qui est de la sécurité alimentaire, de la qualité des produits, de la légalité et de l'authenticité. Les résultats serviront de base aux plans d'essai et de contrôle."
e2afbd47-bdd6-4407-97ae-8f59e2085406,4.4.3*,4-Procédés opérationnels,Achats,,"Les services d'achat qui ont, sur la base des risques, une incidence sur la sécurité alimentaire et la qualité des produits sont évalués afin de s'assurer qu'ils sont conformes aux exigences définies. Cette évaluation doit prendre en compte, au minimum 
- les exigences du service 
- le statut du fournisseur (selon son évaluation) 
- l'impact du service sur les produits finis."
02f69f33-7bd6-4491-b21d-e5664372a7af,4.4.4*,4-Procédés opérationnels,Achats,,"Lorsqu'une partie de la transformation du produit et/ou de l'emballage primaire et/ou de l'étiquetage est externalisée, cela doit être documenté dans le système de gestion de la sécurité et de la qualité des denrées alimentaires. 
dans le système de gestion de la sécurité et de la qualité des denrées alimentaires et ces processus doivent être contrôlés afin de garantir que la sécurité des denrées alimentaires, la qualité des produits, la légalité et l'authenticité ne sont pas compromises. Le contrôle de ces processus externalisés doit être identifié et documenté. Lorsque le client l'exige, il doit être prouvé qu'il a été informé du processus externalisé et qu'il l'a accepté."
f6c6811b-6c21-4af6-99fb-6c869cc715f1,4.4.5,4-Procédés opérationnels,Achats,,"Un accord doit être documenté et mis en œuvre, couvrant les processus externalisés et décrivant toutes les dispositions prises à cet égard, y compris les contrôles en cours de processus, les essais et le plan de surveillance."
a3946007-f2e1-4e33-b448-0d693c56aba5,4.4.6,4-Procédés opérationnels,Achats,,"Les fournisseurs des processus externalisés doivent être approuvés par le biais de 
- d'une certification IFS Food ou d'une autre norme de certification de la sécurité alimentaire reconnue par la GFSI, ou 
- d'un audit documenté du fournisseur, 
réalisé par une personne expérimentée et compétente, qui doit 
inclure, au minimum, des exigences en matière de sécurité alimentaire, de qualité des produits, de légalité et d'authenticité, 
la légalité et l'authenticité."
8282e6a2-7336-4c2c-9974-0976d6b840f9,4.4.7,4-Procédés opérationnels,Achats,,Les évaluations de l'approvisionnement en matières premières et des fournisseurs sont réexaminées au moins une fois au cours d'une période de 12 mois ou à chaque fois que des changements significatifs interviennent. Les enregistrements des révisions et des actions consécutives à l'évaluation doivent être documentés.
d1afbedd-db55-426c-bd4b-4c2a7c7fe2dc,4.5.1*,4-Procédés opérationnels,Emballage du produit,,"En fonction des risques et de l'utilisation prévue, les paramètres clés des matériaux d'emballage doivent être définis dans des spécifications détaillées conformes à la législation en vigueur et aux autres dangers ou risques pertinents. 
L'adéquation des matériaux d'emballage en contact avec les aliments et l'existence d'une barrière fonctionnelle doivent être validées pour chaque produit concerné. 
L'adéquation des matériaux d'emballage entrant en contact avec les denrées alimentaires et l'existence d'une barrière fonctionnelle doivent être validées pour chaque produit concerné. 
Elle doit être contrôlée et démontrée par des tests/analyses, par exemple 
- tests organoleptiques 
- essais de stockage 
- analyses chimiques 
- résultats des tests de migration."
081710ff-8663-43d8-8396-ffa939cfda51,4.5.2,4-Procédés opérationnels,Emballage du produit,,"Pour tous les matériaux d'emballage susceptibles d'avoir un impact sur les produits, des déclarations de conformité attestant du respect des exigences légales doivent être documentées. Si aucune exigence légale spécifique n'est applicable, des preuves doivent être conservées pour garantir que les matériaux d'emballage sont adaptés à l'utilisation. Cela s'applique aux matériaux d'emballage susceptibles d'avoir une influence sur les matières premières, les produits semi-finis et finis. 
matières premières, les produits semi-finis et les produits finis."
23858c97-1d2a-417d-800f-ce347a280277,4.5.3,4-Procédés opérationnels,Emballage du produit,,"L'emballage et l'étiquetage utilisés doivent correspondre au produit emballé et être conformes aux spécifications du produit convenues avec le client. Les informations figurant sur l'étiquette doivent être lisibles et indélébiles. Elles doivent être contrôlées et documentées au moins au début et à la fin d'un cycle de production, ainsi qu'à chaque changement de produit."
92b9ac24-5a96-49a9-b97b-1004f67f1c5c,4.6.1*,4-Procédés opérationnels,Lieu de l'usine,,"Les incidences négatives potentielles de l'environnement de l'usine (par exemple, le sol, l'air) sur la sécurité alimentaire et/ou la qualité des produits doivent être étudiées. Lorsque des risques ont été identifiés (par exemple, air extrêmement poussiéreux, fortes odeurs), des mesures doivent être documentées, mises en œuvre et leur efficacité doit être vérifiée au moins une fois au cours d'une période de 12 mois ou à chaque fois que des changements significatifs se produisent."
0ab37e3e-f3a1-490c-b8cd-9ecfe526d9ea,4.7.1,4-Procédés opérationnels,Extérieur de l'usine,,"Toutes les zones extérieures de l'usine doivent être propres, ordonnées, conçues et entretenues de manière à éviter toute contamination. Lorsque le drainage naturel est inadéquat, un 
un système de drainage approprié doit être installé."
cf092a27-e4d6-4e60-9dcd-923538885c64,4.7.2,4-Procédés opérationnels,Extérieur de l'usine,,"L'entreposage à l'extérieur doit être réduit au minimum. Lorsque des marchandises sont stockées à l'extérieur, il convient de s'assurer qu'il n'y a pas de risques de contamination ou d'effets négatifs sur la sécurité et la qualité des denrées alimentaires."
9c31a047-f0b1-4b49-8d29-a91ed8b60acf,4.8.1,4-Procédés opérationnels,Implantation de l'usine et flux de production, ," Un plan du site couvrant tous les bâtiments documentés et entretenus et décrivant, au minimum, le déroulement du processus : 
- des produits finis 
- produits semi-finis, y compris les retouches 
- matériaux d'emballage 
- matières premières 
- le personnel 
- les déchets 
- l'eau."
0b5e4983-05a9-47e8-b4de-8bda34d0b062,4.8.2*,4-Procédés opérationnels,Implantation de l'usine et flux de production, ,"Le déroulement du processus, de la réception des marchandises à l'expédition, doit être mis en œuvre et entretenu, revu et, le cas échéant, modifié pour garantir que les risques de contamination microbiologique, chimique et physique des matières premières, des matériaux d'emballage, des produits semi-finis et des produits finis sont évités. Les risques de contamination croisée doivent être réduits au minimum par des mesures efficaces."
cb5e9b77-2704-47b2-9e5f-987ed59e9247,4.8.3,4-Procédés opérationnels,Implantation de l'usine et flux de production, ,"Lorsque des zones sensibles aux risques microbiologiques, chimiques et physiques ont été identifiées, elles doivent être conçues et exploitées de manière à ne pas compromettre la sécurité du produit."
f1e8b5c3-4831-482b-b8b5-a638b8559b2d,4.8.4,4-Procédés opérationnels,Implantation de l'usine et flux de production, ,Les installations de laboratoire et les contrôles en cours de fabrication ne doivent pas affecter la sécurité du produit.
d6dcc158-351a-4fe5-8ae5-ceda7d7d4f78,4.9.1.1*,4-Procédés opérationnels,Locaux de production et de stockage,Exigences de construction,"Les locaux où les denrées alimentaires sont préparées, traitées, transformées et entreposées sont conçus, construits et entretenus de manière à garantir la sécurité des denrées alimentaires."
817ce7ff-9138-4d40-a657-db69bd6a5968,4.9.2.1,4-Procédés opérationnels,Locaux de production et de stockage,Murs,"Les murs sont conçus et construits pour répondre aux exigences de la production de manière à prévenir la contamination, à réduire la condensation et la formation de moisissures, à faciliter le nettoyage et, le cas échéant, la désinfection."
9f47fb58-e6ff-4915-ae86-3e97bda912c3,4.9.2.2,4-Procédés opérationnels,Locaux de production et de stockage,Murs,Les surfaces des murs doivent être entretenues de manière à éviter toute contamination et être faciles à nettoyer ; elles doivent être imperméables et résistantes à l'usure afin de minimiser les risques de contamination des produits.
3ae09906-b396-4d57-802c-e3f69002d0fe,4.9.2.3,4-Procédés opérationnels,Locaux de production et de stockage,Murs,"Les jonctions entre les murs, les sols et les plafonds doivent être conçues de manière à faciliter le nettoyage et, si nécessaire, la désinfection."
a76e9393-eb32-4841-bb6a-9f1828b5cffb,4.9.3.1,4-Procédés opérationnels,Locaux de production et de stockage,Sols,"Les revêtements de sol doivent être conçus et construits pour répondre aux exigences de la production et être entretenus de manière à prévenir la contamination et à faciliter le nettoyage et, si nécessaire, la désinfection. Les surfaces doivent être imperméables et résistantes à l'usure."
6428e015-b4cf-4be3-a4bf-78f868640a76,4.9.3.2,4-Procédés opérationnels,Locaux de production et de stockage,Sols,"L'évacuation hygiénique de l'eau et des autres liquides doit être assurée. Les systèmes d'évacuation doivent être conçus, construits et entretenus de manière à minimiser les risques de contamination des produits (par exemple, entrée de parasites, zones sensibles à la transmission d'odeurs ou de contaminants) et doivent être faciles à nettoyer."
5563939c-7afd-4eb2-b95f-57141c49b561,4.9.3.3,4-Procédés opérationnels,Locaux de production et de stockage,Sols,"Dans les zones de manipulation des denrées alimentaires, les machines et les canalisations doivent être disposées de manière à ce que les eaux usées puissent, si possible, s'écouler directement dans un égout. 
l'égout. L'eau et les autres liquides doivent pouvoir être évacués sans difficulté par des mesures appropriées. La stagnation de flaques d'eau doit être évitée."
37b2b213-84b3-497c-9dc3-97642a2a6812,4.9.4.1,4-Procédés opérationnels,Locaux de production et de stockage,Plafonds / frais généraux,"Les plafonds (ou, en l'absence de plafonds, l'intérieur des toits) et les installations aériennes (y compris les tuyauteries, les câbles, les lampes, etc.) sont conçus, construits et entretenus de manière à réduire au minimum l'accumulation de saleté et de condensation et ne présentent pas de risques de contamination physique et/ou microbio logique."
6e66a3d5-ec98-4747-bb78-d79e6e7d55c0,4.9.4.2,4-Procédés opérationnels,Locaux de production et de stockage,Plafonds / frais généraux,"En cas d'utilisation de faux plafonds, l'accès à la zone inoccupée doit être prévu pour faciliter le nettoyage, l'entretien et l'inspection en vue de la lutte contre les parasites."
cbc6d047-d1be-4cec-b372-4c4754b1d08f,4.9.5.1,4-Procédés opérationnels,Locaux de production et de stockage,Fenêtres et autres ouvertures,"Les fenêtres et autres ouvertures doivent être conçues et construites de manière à éviter l'accumulation de saletés et doivent être entretenues de manière à prévenir la contamination. 
contamination"
3eba92da-2acd-4f97-a5d9-65a0a4e2117d,4.9.5.2,4-Procédés opérationnels,Locaux de production et de stockage,Fenêtres et autres ouvertures,"En cas de risque de contamination, les fenêtres et les vitres de toit doivent rester fermées et fixées pendant la production."
448c8397-8b3c-48b6-aa56-41a3c57c7387,4.9.5.3,4-Procédés opérationnels,Locaux de production et de stockage,Fenêtres et autres ouvertures,"Lorsque les fenêtres et les vitrages de toit sont conçus pour être ouverts à des fins de ventilation, ils sont équipés de grilles antiparasitaires faciles à nettoyer ou d'autres mesures destinées à éviter toute contamination."
d2d48e96-8ada-44ac-8cb0-d09e0fbf9db0,4.9.5.4,4-Procédés opérationnels,Locaux de production et de stockage,Fenêtres et autres ouvertures,"Dans les zones où des produits non emballés sont manipulés, les fenêtres doivent être protégées contre les bris."
b7118d9e-f526-4f23-bcb5-3fee8df6f0ce,4.9.6.1,4-Procédés opérationnels,Locaux de production et de stockage,Portes et systèmes de fermeture,"Les portes et les barrières doivent être entretenues de manière à éviter toute contamination et à être faciles à nettoyer. Elles doivent être conçues et construites en matériaux non absorbants afin d'éviter 
- l'éclatement des pièces 
- l'écaillage de la peinture 
- la corrosion"
aebe4d0b-30b5-43ce-ab4b-bc3ce89be1f6,4.9.6.2,4-Procédés opérationnels,Locaux de production et de stockage,Portes et systèmes de fermeture,Les portes et portails extérieurs doivent être construits de manière à empêcher l'accès des animaux nuisibles. 
1a7aca76-8bc6-48a9-9d06-57fdf80abd61,4.9.6.3,4-Procédés opérationnels,Locaux de production et de stockage,Portes et systèmes de fermeture,Les rideaux en plastique séparant les zones doivent être entretenus de manière à éviter toute contamination et à être faciles à nettoyer.
696d43e3-3240-49f3-9304-3a18edd70047,4.9.7.1,4-Procédés opérationnels,Locaux de production et de stockage,Eclairage,"Toutes les zones de production, de stockage, de réception et d'expédition doivent être suffisamment éclairées."
fd3fe601-cb81-44d7-8f04-0cf775b288d8,4.9.8.1,4-Procédés opérationnels,Locaux de production et de stockage,Climatisation/ventillation,"Une ventilation naturelle et/ou artificielle adéquate doit être conçue, 
construite et entretenue dans toutes les zones"
67408ff4-9910-4308-af70-8015f5162c45,4.9.8.2,4-Procédés opérationnels,Locaux de production et de stockage,Climatisation/ventillation,"Si des équipements de ventilation sont installés, les filtres et autres composants doivent être facilement accessibles et contrôlés, nettoyés ou remplacés si nécessaire."
fdf2eb10-6b1c-4ea6-a57a-4d1915d91676,4.9.8.3,4-Procédés opérationnels,Locaux de production et de stockage,Climatisation/ventillation,Les équipements de climatisation et les flux d'air générés artificiellement ne doivent pas compromettre la sécurité et la qualité des produits.
e321d9d3-f6c4-4b73-a3da-63fd2aa67c5f,4.9.8.4,4-Procédés opérationnels,Locaux de production et de stockage,Climatisation/ventillation,"Un équipement d'extraction des poussières doit être conçu, construit et entretenu dans les zones où des quantités considérables de poussières sont générées."
773e43ea-c733-4d2c-8133-43993ed74492,4.9.9.1*,4-Procédés opérationnels,Locaux de production et de stockage,Eau,"L'eau utilisée pour le lavage des mains, le nettoyage et la désinfection, ou comme ingrédient du processus de production, doit être de qualité potable au point d'utilisation et fournie en quantité suffisante."
11b7431c-ab17-4945-9a7b-058774a00995,4.9.9.2,4-Procédés opérationnels,Locaux de production et de stockage,Eau,"La qualité de l'eau (y compris de l'eau recyclée), de la vapeur ou de la glace est contrôlée selon un plan d'échantillonnage fondé sur les risques."
8e83b6dd-b853-4eba-bd96-bc0213559b01,4.9.9.3,4-Procédés opérationnels,Locaux de production et de stockage,Eau,"L'eau recyclée, qui est utilisée dans le processus, ne doit pas présenter de risques de contamination."
c7b9918e-2a95-4ecc-a995-c2143052aa39,4.9.9.4,4-Procédés opérationnels,Locaux de production et de stockage,Eau,"L'eau non potable est transportée dans des canalisations séparées et correctement identifiées. Ces conduites ne doivent pas être reliées au système d'eau potable ni permettre un reflux, afin d'éviter la contamination des sources d'eau potable ou de l'environnement de l'usine."
e9e99e56-c5d5-41f2-af17-7bc308aa4ca1,4.9.10.1,4-Procédés opérationnels,Locaux de production et de stockage,Air et gaz comprimés,"La qualité de l'air comprimé qui entre en contact direct avec des denrées alimentaires ou des matériaux entrant en contact avec des denrées alimentaires doit être 
surveillée en fonction des risques. L'air comprimé ne doit pas présenter de risques de contamination."
edd7fad1-a2c5-488f-acf6-5d91b5680e94,4.9.10.2,4-Procédés opérationnels,Locaux de production et de stockage,Air et gaz comprimés,Les gaz qui entrent en contact direct avec les denrées alimentaires ou les matériaux en contact avec les denrées alimentaires doivent démontrer leur sécurité et leur qualité pour l'utilisation prévue.
d3d45842-bf99-415f-84b9-e3e3ddaed99d,4.10.1*,4-Procédés opérationnels,Nettoyage et désinfection, ,"Des programmes de nettoyage et de désinfection fondés sur les risques doivent être validés, documentés et mis en œuvre. Ces programmes doivent préciser 
- les objectifs 
- les responsabilités 
- les produits utilisés et leurs instructions d'utilisation 
- le dosage des produits chimiques de nettoyage et de désinfection 
- les zones et les créneaux horaires pour les activités de nettoyage et de désinfection 
- la fréquence du nettoyage et de la désinfection - les critères de nettoyage en place (CIP), le cas échéant 
- les exigences en matière de documentation 
- les symboles de danger (si nécessaire). "
7ec916f6-88a4-49c8-9137-1827bc41790f,4.10.2,4-Procédés opérationnels,Nettoyage et désinfection, ,"Les activités de nettoyage et de désinfection doivent être mises en œuvre et aboutir à un nettoyage efficace des locaux, des installations et des équipements. "
93732fa3-3d22-4efd-abcc-c695bf24fba0,4.10.3,4-Procédés opérationnels,Nettoyage et désinfection,,Les activités de nettoyage et de désinfection doivent être documentées et ces enregistrements doivent être vérifiés par une personne responsable désignée au sein de l'entreprise. 
6e9890f9-5cec-4e44-80e5-efecc1588360,4.10.4*,4-Procédés opérationnels,Nettoyage et désinfection,,"Seul le personnel compétent doit effectuer les opérations de nettoyage et de désinfection. Ce personnel doit être formé et recyclé 
pour mettre en œuvre les programmes de nettoyage et de désinfection"
07431efc-dfa6-4992-8574-67ca9c89b794,4.10.5*,4-Procédés opérationnels,Nettoyage et désinfection,,L'utilisation prévue du matériel de nettoyage et de désinfection doit être clairement spécifiée. Il doit être utilisé et stocké de manière à éviter toute contamination. 
d5a4c912-1488-465a-9104-0a6324a1e9e6,4.10.6,4-Procédés opérationnels,Nettoyage et désinfection,,Des fiches de données de sécurité et des instructions d'utilisation doivent être disponibles sur place pour les produits chimiques de nettoyage et de désinfection. Le personnel responsable des activités de nettoyage et de désinfection doit être en mesure de démontrer qu'il connaît ces instructions. 
82e72237-77b4-444b-9ffe-066b927a4131,4.10.7,4-Procédés opérationnels,Nettoyage et désinfection,,"L'efficacité des mesures de nettoyage et de désinfection doit être vérifiée. La vérification s'appuie sur un programme d'échantillonnage fondé sur les risques et prend en compte une ou plusieurs actions, par exemple 
- une inspection visuelle 
- essais rapides 
- méthodes d'analyse. 
Les actions qui en résultent doivent être documentées. "
b463e2c2-c3cd-4a67-8087-5886fc31c93a,4.10.8,4-Procédés opérationnels,Nettoyage et désinfection,,"Les programmes de nettoyage et de désinfection doivent être revus et modifiés si des changements interviennent au niveau des produits, des procédés ou du matériel de nettoyage et de désinfection, si nécessaire. "
9691bd23-3d5d-4a8f-85dc-9421868f2ff8,4.10.9,4-Procédés opérationnels,Nettoyage et désinfection,,"Lorsqu'une entreprise fait appel à un prestataire de services tiers pour les activités de nettoyage et de désinfection dans les zones de production, toutes les exigences susmentionnées doivent être documentées dans le contrat de service."
afd6ed70-085f-4354-9d4c-aadaad8e817a,4.11.1*,4-Procédés opérationnels,Gestion des déchets,,"Une procédure de gestion des déchets doit être documentée, mise en œuvre et maintenue afin de prévenir la contamination croisée. 
contamination croisée"
f16a515e-8ccb-4edf-a94e-e866c89e50e7,4.11.2,4-Procédés opérationnels,Gestion des déchets,,Toutes les exigences légales locales en matière d'élimination des déchets doivent être respectées.
6da39551-ac6c-4473-a4e0-032dc2cf5791,4.11.3,4-Procédés opérationnels,Gestion des déchets,,Les déchets alimentaires et les autres déchets doivent être éliminés le plus rapidement possible des zones où les denrées alimentaires sont manipulées. L'accumulation de déchets doit être évitée.
011c351c-448a-49db-a58b-9bc7b302b4b6,4.11.4,4-Procédés opérationnels,Gestion des déchets,,"Les conteneurs de collecte des déchets doivent être clairement identifiés, conçus et entretenus de manière appropriée, faciles à nettoyer et, si nécessaire, désinfectés."
b55941a5-f75d-402b-858a-d6ef7a3edcde,4.11.5,4-Procédés opérationnels,Gestion des déchets,,"Si une entreprise décide de séparer les déchets alimentaires et de les réintroduire dans la chaîne d'approvisionnement en aliments pour animaux, des mesures ou des procédures doivent être mises en œuvre pour empêcher la contamination ou la détérioration de ces matières."
b942da2e-1e92-4ecd-9459-622f719e40d3,4.11.6,4-Procédés opérationnels,Gestion des déchets,,Les déchets sont collectés dans des conteneurs distincts en fonction du mode d'élimination prévu. Ces déchets ne sont éliminés que par des tiers autorisés. L'entreprise tient un registre de l'élimination des déchets.
b8709602-fa76-49be-a71a-82db9e3abd69,"4.12.1 
KO *",4-Procédés opérationnels,Réduction des risques liés aux corps étrangers, ,"KO N° 6 : En fonction des risques, des procédures doivent être documentées, mises en œuvre et maintenues afin d'éviter la contamination par des matières étrangères. Les produits contaminés doivent être traités comme des produits non conformes. "
279bf7be-6c70-4c78-9913-f5d9f63811b3,4.12.2,4-Procédés opérationnels,Réduction des risques liés aux corps étrangers, ,"Les produits transformés doivent être protégés contre la contamination physique, ce qui inclut, sans s'y limiter 
- les contaminants environnementaux 
- les huiles ou les liquides s'écoulant des 
des machines 
- les déversements de poussières. 
Une attention particulière doit également être accordée aux risques de contamination des produits causés par : 
- les équipements et les ustensiles 
- les tuyaux 
- les passerelles 
- les plates-formes 
- les échelles. 
Si, en raison de caractéristiques technologiques et/ou de besoins, il n'est pas possible de protéger les produits, des mesures de contrôle appropriées doivent être mises en œuvre"
fe51d438-7311-4c9f-be98-0b1879884cc3,"4.12.3 
NEW",4-Procédés opérationnels,Réduction des risques liés aux corps étrangers, ,"Tous les produits chimiques présents sur le site doivent être adaptés à leur usage, étiquetés, stockés et manipulés de manière à ne pas présenter de risque de contamination."
646122c2-65d6-49f5-a590-01f7314f4f79,4.12.4,4-Procédés opérationnels,Réduction des risques liés aux corps étrangers, ,"Lorsque des détecteurs de métaux et/ou d'autres matières étrangères sont nécessaires, ils doivent être installés de manière à garantir une efficacité maximale de la détection afin d'éviter toute contamination ultérieure. Les détecteurs doivent faire l'objet d'une maintenance afin d'éviter tout dysfonctionnement, au moins une fois au cours d'une période de 12 mois ou à chaque fois que des changements importants se produisent."
b102fbad-62ab-4eb3-95a4-ad8a3cef9a9c,4.12.5,4-Procédés opérationnels,Réduction des risques liés aux corps étrangers, ,"La précision de tous les équipements et méthodes conçus pour détecter et/ou éliminer les matières étrangères doit être précisée. Les essais de fonctionnement de ces équipements et méthodes doivent être effectués à une fréquence basée sur le risque. En cas de dysfonctionnement ou de défaillance, l'impact sur les produits et les processus doit être évalué."
d382da20-f028-4582-9310-e8ff93749a93,4.12.6,4-Procédés opérationnels,Réduction des risques liés aux corps étrangers, ," Les produits potentiellement contaminés doivent être isolés. L'accès à ces produits isolés et les mesures à prendre pour les manipuler ou les tester ne doivent être effectués que par le personnel autorisé.
"
9ccd909b-ab74-4a6f-a50d-5f75fc3f72f9,4.12.7,4-Procédés opérationnels,Réduction des risques liés aux corps étrangers, ,"Dans les zones où sont manipulés des matières premières, des produits semi-finis et des produits finis, l'utilisation de verre et/ou de matériaux fragiles est exclue ; toutefois, lorsque la présence de verre et/ou de matériaux fragiles ne peut être évitée, les risques sont contrôlés et le verre et/ou les matériaux fragiles sont propres et ne présentent aucun risque pour la sécurité du produit."
af7b1c8f-080c-4b5f-9000-8de301ac4858,4.12.8,4-Procédés opérationnels,Réduction des risques liés aux corps étrangers, ,"Des mesures fondées sur les risques doivent être mises en œuvre et maintenues pour la manipulation des emballages en verre, des conteneurs en verre ou d'autres types de conteneurs dans le processus de production (retournement, soufflage, rinçage, etc.). Après cette étape du processus, il ne doit plus y avoir de risques de contamination."
0a02f15b-df73-47c7-b585-49040e6682ca,4.12.9,4-Procédés opérationnels,Réduction des risques liés aux corps étrangers, ,"Une ou plusieurs procédures doivent être documentées, mises en œuvre et tenues à jour pour décrire les mesures à prendre en cas de bris de verre et/ou de matériaux fragiles. Ces mesures comprennent l'identification de l'étendue des marchandises à isoler, la désignation du personnel autorisé, le nettoyage et, si nécessaire, la désinfection."
2a1f1627-8484-4f47-8f0a-766a78357ed9,4.12.10,4-Procédés opérationnels,Réduction des risques liés aux corps étrangers, ,"personnel autorisé, le nettoyage et, si nécessaire, la désinfection de l'environnement de production et la libération de la ligne de production pour la poursuite de la production""."
7759c167-ea70-4962-bbf0-4ca78a4dbeae,4.12.11,4-Procédés opérationnels,Réduction des risques liés aux corps étrangers, ,"Lorsque l'inspection visuelle est utilisée pour détecter les matières étrangères, les employés doivent être formés et des changements opérationnels doivent être effectués à une fréquence appropriée pour maximiser l'efficacité du processus."
a4df4d11-9964-476a-b9c2-96bfe0764be2,4.12.12,4-Procédés opérationnels,Réduction des risques liés aux corps étrangers, ,"Dans les zones où sont manipulés des matières premières, des produits semi-finis et des produits finis, l'utilisation du bois doit être exclue ; toutefois, lorsque la présence de bois ne peut être évitée, les risques doivent être maîtrisés et le bois doit être propre et ne présenter aucun risque pour la sécurité du produit."
1d6cb70e-84ce-4674-b09c-1b9e25151059,4.13.1,4-Procédés opérationnels,Surveillance des nuisibles/lutte contre les nuisibles, ,"Les locaux et les équipements du site doivent être conçus, construits et entretenus de manière à prévenir les infestations parasitaires."
0ec187fc-6619-4721-9700-84c79473623e,4.13.2*,4-Procédés opérationnels,Surveillance des nuisibles/lutte contre les nuisibles, ,"Des mesures de lutte contre les nuisibles fondées sur les risques doivent être documentées, mises en œuvre et entretenues. Elles doivent être conformes aux exigences légales locales et tenir compte, au minimum, des éléments suivants 
- l'environnement de l'usine (parasites potentiels et ciblés) 
- le type de matières premières/produits finis 
produits finis 
- plan du site avec la zone d'application (carte des appâts) 
- les éléments de construction susceptibles de favoriser l'activité des organismes nuisibles, par exemple les plafonds, les caves, les tuyaux, les coins 
- identification des appâts sur le site - responsabilités, internes/externes - agents utilisés et leurs instructions d'utilisation et de sécurité 
- la fréquence des inspections 
- le cas échéant, le stockage loué"
daeb9de8-4cbf-4481-9552-dc9f425c593d,4.13.3,4-Procédés opérationnels,Surveillance des nuisibles/lutte contre les nuisibles, ,"Lorsqu'une entreprise fait appel à un prestataire de services tiers pour la lutte contre les nuisibles, toutes les exigences susmentionnées doivent être consignées dans le contrat de service. Une personne compétente au sein de l'entreprise doit être désignée pour contrôler les activités de lutte contre les nuisibles. Même si le service de lutte contre les nuisibles est externalisé, la responsabilité des actions nécessaires (y compris la supervision continue des activités de lutte contre les nuisibles) doit rester au sein de l'entreprise.
"
ee1bb979-dc7c-426f-bdfb-5625b8b48efb,4.13.4,4-Procédés opérationnels,Surveillance des nuisibles/lutte contre les nuisibles, ,"Les inspections de lutte contre les nuisibles et les actions qui en découlent doivent être documentées. 
La mise en œuvre des actions doit être contrôlée et enregistrée. Toute infestation doit être documentée et des mesures de lutte doivent être prises."""
